货号,分类,名称,成色,金子颜色,规格,形状,供应商代码,重量,金价,工费,配件,石头,电镀,模具,佣金,下单口,零售价,批发价,更新时间
KEW001/K18,耳环/耳逼,5#耳勾,18K,黄金,Ø23 Ga, 16x9.5mm,,J5,0.256,¥1000.00,¥5.00,"¥0.00
2026/1/3","¥0.00
2026/1/3","¥0.00
2026/1/3","¥0.00
2026/1/3","0.00%
2026/1/3",Van,CAD$67.37,CAD$64.87,2026/1/3
KEW002/K18,耳环/耳逼,0.8线耳勾,18K,黄金,Ø20 Ga, 16.5x9.5mm,,J5,0.51,¥1000.00,¥5.00,"¥0.00
2026/1/3","¥0.00
2026/1/3","¥0.00
2026/1/3","¥0.00
2026/1/3","0.00%
2026/1/3",Van,CAD$128.02,CAD$125.52,2026/1/3
KEW003/K18,耳环/耳逼,带链耳勾,18K,黄金,Ø20 Ga, 17.8x9.0mm, 18mm chain,,J5,0.792,¥1000.00,¥8.00,"¥0.00
2026/1/3","¥0.00
2026/1/3","¥0.00
2026/1/3","¥0.00
2026/1/3","0.00%
2026/1/3",Van,CAD$199.10,CAD$195.10,2026/1/3
KEW004/K18,耳环/耳逼,U型耳勾,18K,黄金,Ø20 Ga, 14x11.4mm, Round bead Ø3.85mm,,J5,0.49,¥1000.00,¥81.77,"¥0.00
2026/1/3","¥0.00
2026/1/3","¥0.00
2026/1/3","¥0.00
2026/1/3","0.00%
2026/1/3",Van,CAD$219.21,CAD$178.33,2026/1/3
KEW005/K18,耳环/耳逼,12#线拍,18K,黄金,Ø0.85mm, 12.2x10.0mm,,J5,0.58,¥1000.00,¥5.00,"¥0.00
2026/1/3","¥0.00
2026/1/3","¥0.00
2026/1/3","¥0.00
2026/1/3","0.00%
2026/1/3",Van,CAD$144.74,CAD$142.24,2026/1/3
KEW006/K18,耳环/耳逼,14#线拍,18K,黄金,Ø0.85mm, 13.8x10.0mm,,J5,0.64,¥1000.00,¥5.00,"¥0.00
2026/1/3","¥0.00
2026/1/3","¥0.00
2026/1/3","¥0.00
2026/1/3","0.00%
2026/1/3",Van,CAD$159.06,CAD$156.56,2026/1/3
KEW007/K18,耳环/耳逼,13#美拍,18K,黄金,Ø1.1mm, 12.8x6.7mm,,J5,0.89,¥1000.00,¥8.00,"¥0.00
2026/1/3","¥0.00
2026/1/3","¥0.00
2026/1/3","¥0.00
2026/1/3","0.00%
2026/1/3",Van,CAD$222.50,CAD$218.50,2026/1/3
KEW008/K18,耳环/耳逼,15#美拍,18K,黄金,Ø1.1mm, 14.8x8.3mm,,J5,1.07,¥1000.00,¥8.00,"¥0.00
2026/1/3","¥0.00
2026/1/3","¥0.00
2026/1/3","¥0.00
2026/1/3","0.00%
2026/1/3",Van,CAD$265.48,CAD$261.48,2026/1/3
KEW009/K18,耳环/耳逼,17#美拍,18K,黄金,Ø1.2mm, 17x9.6mm,,J5,1.49,¥1000.00,¥8.00,"¥0.00
2026/1/3","¥0.00
2026/1/3","¥0.00
2026/1/3","¥0.00
2026/1/3","0.00%
2026/1/3",Van,CAD$365.77,CAD$361.77,2026/1/3
KEW010/K18,耳环/耳逼,19#美拍,18K,黄金,Ø1.2mm, 19x11mm,,J5,1.8,¥1000.00,¥8.00,"¥0.00
2026/1/3","¥0.00
2026/1/3","¥0.00
2026/1/3","¥0.00
2026/1/3","0.00%
2026/1/3",Van,CAD$439.78,CAD$435.78,2026/1/3
